,Date,GameID,Drive,qtr,down,time,TimeUnder,TimeSecs,PlayTimeDiff,SideofField,yrdln,yrdline100,ydstogo,ydsnet,GoalToGo,FirstDown,posteam,DefensiveTeam,desc,PlayAttempted,Yards.Gained,sp,Touchdown,ExPointResult,TwoPointConv,DefTwoPoint,Safety,Onsidekick,PuntResult,PlayType,Passer,Passer_ID,PassAttempt,PassOutcome,PassLength,AirYards,YardsAfterCatch,QBHit,PassLocation,InterceptionThrown,Interceptor,Rusher,Rusher_ID,RushAttempt,RunLocation,RunGap,Receiver,Receiver_ID,Reception,ReturnResult,Returner,BlockingPlayer,Tackler1,Tackler2,FieldGoalResult,FieldGoalDistance,Fumble,RecFumbTeam,RecFumbPlayer,Sack,Challenge.Replay,ChalReplayResult,Accepted.Penalty,PenalizedTeam,PenaltyType,PenalizedPlayer,Penalty.Yards,PosTeamScore,DefTeamScore,ScoreDiff,AbsScoreDiff,HomeTeam,AwayTeam,Timeout_Indicator,Timeout_Team,posteam_timeouts_pre,HomeTimeouts_Remaining_Pre,AwayTimeouts_Remaining_Pre,HomeTimeouts_Remaining_Post,AwayTimeouts_Remaining_Post,No_Score_Prob,Opp_Field_Goal_Prob,Opp_Safety_Prob,Opp_Touchdown_Prob,Field_Goal_Prob,Safety_Prob,Touchdown_Prob,ExPoint_Prob,TwoPoint_Prob,ExpPts,EPA,airEPA,yacEPA,Home_WP_pre,Away_WP_pre,Home_WP_post,Away_WP_post,Win_Prob,WPA,airWPA,yacWPA,Season
355683,2016-12-18,2016121808,4,1,3.0,01:41,2,2801.0,4.0,ARI,10.0,10.0,10,30,1.0,0.0,NO,ARI,"(1:41) (Shotgun) D.Brees pass short right to T.Cadet for 10 yards, TOUCHDOWN.",1,10,1,1,,,,0,0,,Pass,D.Brees,00-0020531,1,Complete,Short,6,4,0,right,0,,,None,0,,,T.Cadet,00-0029205,1,,,,,,,,0,,,0,0,,0,,,,0,3.0,7.0,-4.0,4.0,ARI,NO,0,None,3,3,3,3,3,0.004823940334396135,0.018755077213674736,2.83413240010919e-05,0.02302966746949028,0.6025079191081557,0.0021396851521493943,0.3487153693981326,0.0,0.0,4.035281126840236,2.9647188731597645,-0.8473514807108988,3.8120703538706633,0.5212139800965725,0.4787860199034274,0.4325766124607012,0.5674233875392988,0.4787860199034274,0.08863736763587132,-0.02560902018693828,0.1142463878228096,2016
355835,2016-12-18,2016121808,22,4,1.0,02:19,3,139.0,0.0,NO,48.0,52.0,10,6,0.0,0.0,NO,ARI,(2:19) M.Ingram up the middle to ARI 46 for 6 yards (K.Minter).,1,6,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,M.Ingram,00-0027966,1,middle,,,None,0,,,,K.Minter,,,,0,,,0,0,,0,,,,0,48.0,35.0,13.0,13.0,ARI,NO,0,None,1,1,1,1,1,0.38462274883994013,0.051624846809435486,0.00034282827332145595,0.07551116184587099,0.1942880231451168,0.0019759688787160078,0.291634422207599,0.0,0.0,1.9441186327499291,0.17938767833883906,,,0.01177022226135993,0.98822977773864,0.010793716690705056,0.9892062833092948,0.98822977773864,0.0009765055706548732,,,2016
163075,2012-11-22,2012112200,18,3,2.0,00:08,1,908.0,24.0,DET,39.0,61.0,3,45,0.0,0.0,DET,HOU,(:08) (Shotgun) J.Bell left tackle to HOU 35 for 26 yards (Q.Demps).,1,26,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,J.Bell,00-0027218,1,left,tackle,,None,0,,,,Q.Demps,,,,0,,,0,0,,0,,,,0,24.0,30.0,-6.0,6.0,DET,HOU,0,None,2,2,3,2,3,0.03712673232472554,0.1146086384168358,0.0014272232690429449,0.16966669980999455,0.2588700415848298,0.0035779891031197625,0.4147226754914516,0.0,0.0,2.152477570942335,1.7236764665440334,,,0.346004615801184,0.6539953841988161,0.4098531927827813,0.5901468072172187,0.346004615801184,0.06384857698159735,,,2012
267939,2014-12-28,2014122801,18,4,1.0,12:07,13,727.0,38.0,CLE,15.0,15.0,10,67,0.0,0.0,BAL,CLE,(12:07) J.Forsett left tackle to CLE 16 for -1 yards (B.Winn).,1,-1,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,J.Forsett,00-0026373,1,right,tackle,,None,0,,,,B.Winn,,,,0,,,0,0,,0,,,,0,3.0,10.0,-7.0,7.0,BAL,CLE,0,None,3,3,3,3,3,0.018873840844940818,0.02602880930738337,1.864503309867786e-05,0.03871840869185462,0.3761772678118296,0.0023852300514794885,0.5377977982594135,0.0,0.0,4.548734272523013,-0.4794640739206377,,,0.3828857966969175,0.6171142033030825,0.3635154683862036,0.6364845316137965,0.3828857966969175,-0.019370328310713947,,,2014
151052,2012-10-21,2012102102,5,2,1.0,12:45,13,2565.0,47.0,CAR,30.0,70.0,10,24,0.0,1.0,CAR,DAL,(12:45) (Shotgun) C.Newton pass short left to G.Olsen to CAR 44 for 14 yards (D.McCray).,1,14,0,0,,,,0,0,,Pass,C.Newton,00-0027939,1,Complete,Short,14,0,0,left,0,,,None,0,,,G.Olsen,00-0025418,1,,,,D.McCray,,,,0,,,0,0,,0,,,,0,0.0,3.0,-3.0,3.0,CAR,DAL,0,None,3,3,3,3,3,0.07373847025507352,0.12942478656070364,0.002573395704117862,0.19436236806061288,0.23883867712273615,0.0032548202366928032,0.35780748206006324,0.0,0.0,1.4737203187474,1.1076583399186963,1.1076583399186963,0.0,0.4249201515160068,0.5750798484839932,0.4596608299830846,0.5403391700169153,0.4249201515160068,0.03474067846707779,0.03474067846707779,0.0,2012
298518,2015-11-22,2015112206,21,4,2.0,12:02,13,722.0,41.0,WAS,15.0,15.0,10,56,0.0,0.0,CAR,WAS,(12:02) (Shotgun) M.Tolbert left guard to WAS 9 for 6 yards (P.Riley).,1,6,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,M.Tolbert,00-0026069,1,left,guard,,None,0,,,,P.Riley,,,,0,,,0,0,,0,,,,0,41.0,14.0,27.0,27.0,CAR,WAS,0,None,3,3,3,3,3,0.021112186716507532,0.030566313000516588,5.048852263000332e-05,0.046586793189846064,0.4374542245332293,0.002511360237960008,0.4617186337993106,0.0,0.0,4.131508362295049,-0.3401410571563326,,,0.999882546369677,0.00011745363032300558,0.9998623868764266,0.00013761312357341016,0.999882546369677,-2.015949325040456e-05,,,2015
65352,2010-11-07,2010110701,3,1,2.0,00:19,1,2719.0,42.0,MIA,14.0,14.0,8,57,0.0,0.0,BAL,MIA,"(:19) J.Flacco scrambles up the middle to MIA 7 for 7 yards (K.Dansby, K.Misi).",1,7,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,J.Flacco,00-0026158,1,middle,,,None,0,,,,K.Dansby,K.Misi,,,0,,,0,0,,0,,,,0,7.0,7.0,0.0,0.0,BAL,MIA,0,None,2,2,3,2,3,0.00935312591820509,0.02943914044314468,4.478721724241202e-05,0.04499727866095593,0.43845417920331065,0.002512408446131659,0.4751990801110095,0.0,0.0,4.243392968888652,0.027250020545928955,,,0.5927866002302274,0.40721339976977255,0.5930656244687211,0.406934375531279,0.5927866002302274,0.00027902423849357483,,,2010
304134,2015-12-06,2015120603,3,1,1.0,04:30,5,2970.0,41.0,CLE,5.0,5.0,5,81,1.0,0.0,CIN,CLE,(4:30) J.Hill right guard to CLE 3 for 2 yards (K.Dansby; C.Robertson). CIN #74 (Jake Fisher) reports as an eligible receiver,1,2,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,J.Hill,00-0031301,1,right,guard,,None,0,,,,K.Dansby,C.Robertson,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,CLE,CIN,0,None,3,3,3,3,3,0.0015193969614383973,0.011124701464069707,1.082048258135067e-05,0.013428159343104807,0.2435028453573921,0.0017780708404396758,0.7286360055509739,0.0,0.0,5.707123855850768,-0.09685372340007437,,,0.3231930139074499,0.6768069860925501,0.3287545719889491,0.6712454280110509,0.6768069860925501,-0.005561558081499164,,,2015
23296,2009-11-15,2009111504,2,1,2.0,09:48,10,3288.0,35.0,CIN,44.0,44.0,6,20,0.0,0.0,PIT,CIN,(9:48) R.Mendenhall right guard to CIN 39 for 5 yards (C.Ndukwe; R.Geathers).,1,5,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,R.Mendenhall,00-0026163,1,right,end,,None,0,,,,C.Ndukwe,R.Geathers,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,CIN,0,None,3,3,3,3,3,0.002434182683416085,0.08105618787231164,0.0005032581859483031,0.12497834616388526,0.3432605522421561,0.003573431601300997,0.4441940412509816,0.0,0.0,3.027263305549913,0.4042776402537016,,,0.5814085177992312,0.4185914822007688,0.5961008145536685,0.4038991854463315,0.5814085177992312,0.014692296754437284,,,2009
26868,2009-11-22,2009112209,5,1,2.0,02:32,3,2852.0,42.0,STL,5.0,5.0,3,87,0.0,0.0,ARI,STL,"(2:32) K.Warner pass short right to A.Boldin for 5 yards, TOUCHDOWN.",1,5,1,1,,,,0,0,,Pass,K.Warner,00-0017200,1,Complete,Short,5,0,0,right,0,,,None,0,,,A.Boldin,00-0022084,1,,,,,,,,0,,,0,0,,0,,,,0,0.0,3.0,-3.0,3.0,STL,ARI,0,None,3,3,3,3,3,0.00394610889987049,0.019002628184935717,1.5959481456118e-05,0.028636422940847613,0.427109240229377,0.0021198694155537233,0.5191697708479593,0.0,0.0,4.662261091351301,2.3377389086486997,2.3377389086486997,0.0,0.4680546091840588,0.5319453908159412,0.3922302502073801,0.6077697497926199,0.5319453908159412,0.07582435897667872,0.07582435897667872,0.0,2009
39829,2009-12-27,2009122706,12,2,,00:24,1,1824.0,7.0,JAC,37.0,37.0,0,18,0.0,0.0,,,Timeout #3 by JAC at 00:24.,1,0,0,0,,,,0,0,,Timeout,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,,,,,0,,,0,0,,0,,,,0,,,,,NE,JAC,1,JAC,1,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,2009
235255,2014-09-28,2014092809,3,1,3.0,04:20,5,2960.0,5.0,PHI,20.0,20.0,18,69,0.0,0.0,SF,PHI,(4:20) (Shotgun) C.Kaepernick scrambles up the middle to PHI 11 for 9 yards (D.Ryans).,1,9,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,F.Gore,00-0027974,1,left,guard,,None,0,,,,D.Ryans,,,,0,,,0,0,,0,,,,0,0.0,6.0,-6.0,6.0,SF,PHI,0,None,2,2,3,2,3,0.00506995568762248,0.04962605748561605,0.00013988334713750615,0.08132555029688715,0.5619007207248872,0.004341056154295197,0.2975967763035544,0.0,0.0,3.0591249173788,-0.2103939431114772,,,0.3855861518508889,0.6144138481491112,0.3756604232812101,0.6243395767187898,0.3855861518508889,-0.009925728569678716,,,2014
144475,2012-09-30,2012093009,8,2,,06:16,7,2176.0,0.0,CIN,35.0,35.0,0,0,0.0,,JAC,CIN,"M.Nugent kicks 69 yards from CIN 35 to JAC -4. J.Parmele to JAC 25 for 29 yards (V.Rey). PENALTY on JAC-J.Stanford, Illegal Block Above the Waist, 10 yards, enforced at JAC 18.",1,29,0,0,,,,0,0,,Kickoff,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,J.Parmele,,V.Rey,,,,0,,,0,0,,1,JAC,,J.Stanford,10,7.0,10.0,-3.0,3.0,JAC,CIN,0,None,3,3,3,3,3,0.31837633012479305,0.1169466643435574,0.004230563299188774,0.1733097209748311,0.15223159959757745,0.0023201073088654693,0.23258501435118684,0.0,0.0,0.5169609474159036,-0.7897888072847128,,,0.4182416989104704,0.5817583010895296,0.3918962326485096,0.6081037673514904,0.4182416989104704,-0.02634546626196077,,,2012
273344,2015-09-14,2015091401,13,3,1.0,07:33,8,1353.0,32.0,MIN,45.0,45.0,10,40,0.0,0.0,SF,MIN,(7:33) (Shotgun) C.Hyde up the middle to MIN 44 for 1 yard (A.Barr).,1,1,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,C.Hyde,00-0031045,1,middle,,,None,0,,,,A.Barr,,,,0,,,0,0,,0,,,,0,7.0,0.0,7.0,7.0,SF,MIN,0,None,3,3,3,3,3,0.003976155960187496,0.07307741801748831,0.0003236160435099265,0.11180309288694866,0.3306957474232871,0.003318220539013954,0.4768057491295644,0.0,0.0,3.3338627909067147,-0.442369490995886,,,0.8263442214607245,0.1736557785392755,0.8161411967586896,0.18385880324131046,0.8263442214607245,-0.010203024702034935,,,2015
153779,2012-10-28,2012102804,7,2,3.0,04:57,5,2097.0,40.0,STL,38.0,62.0,1,17,0.0,1.0,STL,NE,(4:57) (Shotgun) S.Bradford pass short left to B.Gibson to STL 46 for 8 yards (S.Moore).,1,8,0,0,,,,0,0,,Pass,S.Bradford,00-0027854,1,Complete,Short,7,1,0,left,0,,,None,0,,,B.Gibson,00-0026937,1,,,,S.Moore,,,,0,,,0,0,,0,,,,0,7.0,21.0,-14.0,14.0,STL,NE,0,None,3,3,3,3,3,0.3138672199858935,0.08839107927673119,0.0014242981835786393,0.12582963725110738,0.1534918553338741,0.001979063805398382,0.31501684616341685,0.0,0.0,1.520722321801235,0.6166744358384486,0.6159833766365828,0.0006910592018658512,0.13628069389523448,0.8637193061047655,0.14549943768690354,0.8545005623130965,0.13628069389523448,0.009218743791669063,0.009970906594321231,-0.0007521628026521676,2012
213239,2013-12-01,2013120108,10,3,3.0,09:40,10,1480.0,18.0,SF,24.0,24.0,13,33,0.0,0.0,STL,SF,"(9:40) (Shotgun) Z.Stacy left guard to SF 16 for 8 yards (E.Reid, P.Willis).",1,8,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,Z.Stacy,00-0030536,1,left,guard,,None,0,,,,E.Reid,P.Willis,,,0,,,0,0,,0,,,,0,3.0,13.0,-10.0,10.0,SF,STL,0,None,3,3,3,3,3,0.0015980728769707658,0.0568884051223716,0.00019032631006279092,0.09330718346439253,0.526346914750445,0.00435906710786542,0.31731003036789185,0.0,0.0,2.984732938804321,-0.28965225534591843,,,0.7524573502209704,0.24754264977902965,0.7626490156900168,0.2373509843099833,0.24754264977902965,-0.010191665469046318,,,2013
187287,2013-09-22,2013092204,15,3,3.0,13:52,14,1732.0,0.0,CLE,22.0,78.0,8,13,0.0,1.0,CLE,MIN,(13:52) (Shotgun) B.Hoyer pass short left to D.Bess to CLE 33 for 11 yards (J.Robinson).,1,11,0,0,,,,0,0,,Pass,B.Hoyer,00-0026625,1,Complete,Short,11,0,0,left,0,,,None,0,,,D.Bess,00-0026000,1,,,,J.Robinson,,,,0,,,0,0,,0,,,,0,24.0,17.0,7.0,7.0,MIN,CLE,0,None,2,3,2,3,2,0.0018823347357950547,0.23409687635420698,0.00778895747983041,0.3588601454614975,0.15437277455948906,0.004246359374099419,0.23875255203508156,0.0,0.0,-1.0870106555805277,2.683336263452744,2.683336263452744,0.0,0.2990306383818947,0.7009693616181053,0.21295006446636375,0.7870499355336362,0.7009693616181053,0.08608057391553092,0.08608057391553092,0.0,2013
306792,2015-12-13,2015121305,6,2,1.0,08:46,9,2326.0,0.0,KC,45.0,45.0,10,54,0.0,0.0,SD,KC,(8:46) (Shotgun) P.Rivers pass incomplete short left to J.Herndon.,1,0,0,0,,,,0,0,,Pass,P.Rivers,00-0022942,1,Incomplete Pass,Short,15,0,0,left,0,,,None,0,,,J.Herndon,00-0030920,0,,,,,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,KC,SD,0,None,0,3,0,3,0,0.09835715289597784,0.06286876334970785,0.00027506512141452574,0.09321918754228044,0.29988138721201396,0.0028425331976860467,0.4425559106809193,0.0,0.0,3.161529869709933,-0.5180108307552715,0.7659516191313824,-1.283962449886654,0.4605260704643227,0.5394739295356773,0.477562667673257,0.522437332326743,0.5394739295356773,-0.017036597208934245,0.02761667295867254,-0.044653270167606784,2015
166991,2012-12-02,2012120204,9,3,1.0,09:26,10,1466.0,57.0,KC,41.0,59.0,5,26,0.0,0.0,KC,CAR,(9:26) P.Hillis up the middle to KC 39 for -2 yards (G.Hardy).,1,-2,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,P.Hillis,00-0026367,1,middle,,,None,0,,,,G.Hardy,,,,0,,,0,0,,0,,,,0,17.0,14.0,3.0,3.0,KC,CAR,0,None,3,3,3,3,3,0.003699287998308696,0.10046257720568648,0.0010181625078864633,0.1547617472664063,0.2619580634739869,0.003025187309197235,0.4750749742385279,0.0,0.0,2.730693097212374,-1.0610052103631848,,,0.6832341437978926,0.3167658562021074,0.6438947881093315,0.3561052118906685,0.6832341437978926,-0.03933935568856106,,,2012
22884,2009-11-15,2009111507,16,3,2.0,03:54,4,1134.0,37.0,DEN,32.0,68.0,9,2,0.0,0.0,DEN,WAS,(3:54) C.Simms pass short left to T.Scheffler to DEN 33 for 1 yard (F.Smoot).,1,1,0,0,,,,0,0,,Pass,C.Simms,00-0022005,1,Complete,Short,1,0,0,left,0,,,None,0,,,T.Scheffler,00-0024276,1,,,,F.Smoot,,,,0,,,0,0,,0,,,,0,17.0,14.0,3.0,3.0,WAS,DEN,0,None,3,3,3,3,3,0.017812858528702624,0.15539934852279838,0.0032631425461147282,0.23723839393080956,0.2453979805538425,0.0038620628772578092,0.3370262130404744,0.0,0.0,0.9697084705230724,-0.8088263886606597,-0.8088263886606597,0.0,0.3833684832651896,0.6166315167348104,0.4137301419391073,0.5862698580608927,0.6166315167348104,-0.03036165867391772,-0.03036165867391772,0.0,2009
86096,2010-12-26,2010122605,4,1,1.0,06:37,7,3097.0,33.0,TB,13.0,13.0,10,49,0.0,0.0,SEA,TB,"(6:37) M.Lynch right end to TB 13 for no gain (A.Hayward, T.Crowder).",1,0,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,M.Lynch,00-0025399,1,right,end,,None,0,,,,A.Hayward,T.Crowder,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,TB,SEA,0,None,2,2,2,2,2,0.0018516171138328575,0.025772681406898063,1.6497061140193235e-05,0.0391623808774496,0.387080241179242,0.0024827634275878703,0.5436338189338494,0.0,0.0,4.6201552784447255,-0.4165149447161349,,,0.3602521596735737,0.6397478403264263,0.37447616276255935,0.6255238372374406,0.6397478403264263,-0.014224003088985637,,,2010
23370,2009-11-15,2009111504,13,3,1.0,13:27,14,1707.0,11.0,PIT,14.0,14.0,10,0,0.0,0.0,CIN,PIT,(13:27) B.Scott left guard to PIT 14 for no gain (T.Carter).,1,0,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,B.Scott,00-0026941,1,left,guard,,None,0,,,,T.Carter,,,,0,,,0,0,,0,,,,0,6.0,9.0,-3.0,3.0,PIT,CIN,0,None,3,3,3,3,3,0.0003734483364131175,0.027523043505118056,1.8827092143087795e-05,0.04248271365442058,0.38794246437471147,0.00259524416016327,0.5390642588770304,0.0,0.0,4.562481913303089,-0.4197581481567872,,,0.4613246815011197,0.5386753184988803,0.4757525456851453,0.5242474543148548,0.5386753184988803,-0.014427864184025531,,,2009
362031,2017-01-01,2017010115,21,4,3.0,11:42,12,702.0,40.0,SF,37.0,63.0,11,19,0.0,0.0,SF,SEA,"(11:42) (No Huddle, Shotgun) C.Kaepernick pass short right to C.Harper to SF 44 for 7 yards (R.Sherman). Caught at SF 43.  1-yd YAC",1,7,0,0,,,,0,0,,Pass,C.Kaepernick,00-0027974,1,Complete,Short,6,1,0,right,0,,,None,0,,,C.Harper,00-0031854,1,,,,R.Sherman,,,,0,,,0,0,,0,,,,0,16.0,25.0,-9.0,9.0,SF,SEA,0,None,2,2,1,2,1,0.08838710125787445,0.1599150632411878,0.002777480571284381,0.2417207238790139,0.2315748139869951,0.004382169105392056,0.27124264795825226,0.0,0.0,0.42484209786030536,-0.6099084110302453,-0.7660332653196467,0.15612485428940134,0.1714931074489593,0.8285068925510407,0.15340824207776954,0.8465917579222304,0.1714931074489593,-0.01808486537118975,-0.019423953081097345,0.0013390877099075935,2016
30656,2009-12-03,2009120300,1,1,2.0,14:22,15,3562.0,34.0,BUF,20.0,80.0,7,8,0.0,0.0,BUF,NYJ,"(14:22) R.Fitzpatrick up the middle to BUF 25 for 5 yards (M.Douglas, D.Harris).",1,5,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,R.Fitzpatrick,00-0023682,1,middle,,,None,0,,,,M.Douglas,D.Harris,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,BUF,NYJ,0,None,3,3,3,3,3,0.0017957007895274828,0.2020228060653538,0.00732222318746541,0.3132977901550649,0.18934636845690309,0.003896713362666153,0.2823183979830192,0.0,0.0,-0.2617360776792708,0.37772073890180935,,,0.4709170500531072,0.5290829499468928,0.4841800129883541,0.5158199870116458,0.4709170500531072,0.013262962935246923,,,2009
171771,2012-12-16,2012121600,14,3,,08:08,9,1388.0,4.0,CHI,2.0,2.0,0,79,0.0,0.0,GB,CHI,"M.Crosby extra point is GOOD, Center-B.Goode, Holder-T.Masthay.",1,0,1,0,Made,,,0,0,,Extra Point,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,,,,,0,,,0,0,,0,,,,0,20.0,7.0,13.0,13.0,CHI,GB,0,None,2,3,2,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9907954004544308,0.0,0.9907954004544308,0.00920459954556907,,,0.10371624597447417,0.8962837540255258,0.10455608187526357,0.8954439181247364,0.8962837540255258,-0.0008398359007893985,,,2012
97234,2011-09-25,2011092512,21,4,4.0,03:03,4,183.0,5.0,ARI,35.0,35.0,8,21,0.0,0.0,SEA,ARI,"(3:03) (Punt formation) PENALTY on SEA-J.Ryan, Delay of Game, 5 yards, enforced at ARI 35 - No Play.",1,0,0,0,,,,0,0,,No Play,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,,,,,0,,,0,0,,1,SEA,Delay of Game,J.Ryan,5,13.0,10.0,3.0,3.0,SEA,ARI,0,None,1,1,3,1,3,0.3521143061459637,0.06603341650753754,0.0006009856193132156,0.09647675804040766,0.3628436923377102,0.0035878990156845477,0.11834294233338315,0.0,0.0,1.049467944334089,-0.3345514138214816,,,0.7630065161914471,0.2369934838085529,0.7457195257820571,0.2542804742179429,0.7630065161914471,-0.01728699040938997,,,2011
301779,2015-11-29,2015112909,2,1,3.0,10:01,11,3301.0,46.0,ARI,6.0,94.0,5,14,0.0,1.0,ARI,SF,(10:01) (Shotgun) C.Palmer pass short right to A.Ellington to ARI 15 for 9 yards (E.Reid). Caught at ARI 9. 6-yds YAC,1,9,0,0,,,,0,0,,Pass,C.Palmer,00-0021429,1,Complete,Short,3,6,0,right,0,,,None,0,,,A.Ellington,00-0030287,1,,,,E.Reid,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,SF,ARI,0,None,3,3,3,3,3,0.005522435235221692,0.2794045458098105,0.018213778150315368,0.4124060541018692,0.08715597794452905,0.003202019516215545,0.19409518924203875,0.0,0.0,-2.134945274882857,2.064194391588648,-0.5456399977438,2.6098343893324474,0.574996632698056,0.4250033673019441,0.5121103378954968,0.4878896621045033,0.4250033673019441,0.06288629480255925,-0.01708590880636279,0.07997220360892204,2015
332184,2016-10-16,2016101604,3,1,2.0,06:35,7,3095.0,22.0,NE,40.0,60.0,3,33,0.0,1.0,NE,CIN,"(6:35) (No Huddle, Shotgun) T.Brady pass short left to J.White to NE 43 for 3 yards (V.Burfict).",1,3,0,0,,,,0,0,,Pass,T.Brady,00-0019596,1,Complete,Short,-5,8,0,left,0,,,None,0,,,J.White,00-0031062,1,,,,V.Burfict,,,,0,,,0,0,,0,,,,0,3.0,0.0,3.0,3.0,NE,CIN,0,None,3,3,2,3,2,0.007905087006698624,0.11720711449067445,0.0013987989092969554,0.17611373262960633,0.2691576247209987,0.003750702188221875,0.4244669400545032,0.0,0.0,2.1990277892231003,0.33093038944824515,-1.904447109038068,2.2353774984863133,0.6741866046691453,0.32581339533085474,0.6857113418295709,0.31428865817042906,0.6741866046691453,0.01152473716042568,-0.06420770087214256,0.07573243803256824,2016
44911,2010-09-12,2010091200,25,4,4.0,01:02,2,62.0,1.0,CLE,14.0,86.0,9,11,0.0,1.0,CLE,TB,(1:02) (Shotgun) J.Delhomme pass incomplete deep right to C.Stuckey.,1,0,0,0,,,,0,0,,Pass,J.Delhomme,00-0004161,1,Incomplete Pass,Deep,16,0,0,right,0,,,None,0,,,C.Stuckey,00-0025622,0,,,,,,,,0,,,0,0,,0,,,,0,14.0,17.0,-3.0,3.0,TB,CLE,0,None,3,2,3,2,3,0.7491408464756346,0.09693209234336717,0.005823239543350381,0.0655582234106749,0.026615219978071817,0.0005891191581068862,0.05534125909079443,0.0,0.0,-0.29293760810553626,-3.107322232317065,1.2549748423276643,-4.3622970746447285,0.8364889555057686,0.16351104449423146,0.9629935913715284,0.0370064086284716,0.16351104449423146,-0.12650463586575986,0.10033574024229673,-0.22684037610805655,2010
240603,2014-10-12,2014101200,13,3,3.0,07:45,8,1365.0,35.0,ATL,43.0,57.0,9,26,0.0,1.0,ATL,CHI,"(7:45) (Shotgun) M.Ryan pass short middle to E.Weems to CHI 43 for 14 yards (D.Hurst; K.Greene). Penalty on CHI-W.Young, Defensive Holding, declined.",1,14,0,0,,,,0,0,,Pass,M.Ryan,00-0026143,1,Complete,Short,14,0,0,middle,0,,,None,0,,,E.Weems,00-0024535,1,,,,D.Hurst,K.Greene,,,0,,,0,0,,0,,,,0,10.0,13.0,-3.0,3.0,ATL,CHI,0,None,3,3,3,3,3,0.005959742417143388,0.15187206250263585,0.0020585207136874814,0.236271688136033,0.28546294693223323,0.004785624359859053,0.31358941493840803,0.0,0.0,0.94745094819776,2.5057216647883265,2.5057216647883265,0.0,0.4148689747400898,0.5851310252599102,0.4963643387089703,0.5036356612910298,0.4148689747400898,0.08149536396888046,0.08149536396888046,0.0,2014
12688,2009-10-11,2009101109,2,1,2.0,09:32,10,3272.0,37.0,HOU,1.0,1.0,1,64,1.0,0.0,ARI,HOU,"(9:32) T.Hightower right tackle for 1 yard, TOUCHDOWN.",1,1,1,1,,,,0,0,,Run,,None,0,,,0,0,0,,0,,T.Hightower,00-0026289,1,right,tackle,,None,0,,,,,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,ARI,HOU,0,None,2,2,3,2,3,0.00034297068999983104,0.011302162214010541,0.00021861612510645312,0.015497510574288656,0.1254368843178863,0.004856326169266339,0.8423455299094419,0.0,0.0,6.139615721746019,0.8603842782539797,,,0.6750713890822658,0.3249286109177342,0.7047351492855006,0.29526485071449937,0.6750713890822658,0.0296637602032348,,,2009
20221,2009-11-08,2009110800,10,2,,02:00,2,1920.0,12.0,ATL,19.0,19.0,0,14,0.0,,,,Two-Minute Warning,1,0,0,0,,,,0,0,,Two Minute Warning,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,,,,,0,,,0,0,,0,,,,0,,,,,ATL,WAS,0,None,3,2,3,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.021366379222128,,,,,,,,,,,2009
